action,record_type,record_uuid,size_bytes,num_endpoints,num_config_rules,num_constraints,num_sub_services,num_sub_slices,time_requested,time_replied,time_notified,exec_time,event_delay
create,device,98b4c1d2-b816-46b7-be50-958c0427bf3a,100847,46,81,,,,1685550125.2493248,1685550128.3334992,1685550128.215648,3.084174394607544,2.966323137283325
delete,slice,f012d83d-a490-4f3d-8555-619cd95fc028,9421,2,5,3,0,0,1685550130.7105553,1685550133.0732527,1685550133.0700767,2.3626973628997803,2.3595213890075684
delete,device,cc73b1d2-e107-458c-aba2-557387ca536f,51520,4,49,,,,1685550133.0743437,1685550135.6837234,1685550135.679816,2.609379768371582,2.6054723262786865
create,link,31947184-fd3c-4271-87db-e3de76037fa3,741,2,,,,,1685550135.6864467,1685550137.9421964,1685550137.931914,2.2557497024536133,2.2454674243927
get,device,b36e3dde-1c97-45d1-b62b-7f15bb79b71e,36292,43,15,,,,1685550137.942296,1685550138.1627634,,0.22046732902526855,
get,slice,f14f5220-43df-4516-808d-9caf0b582057,12144,2,5,3,1,1,1685550141.7953355,1685550141.9664366,,0.17110109329223633,
update,slice,a541a2ea-841a-4932-b85f-f9792a94ee71,10145,2,5,3,1,0,1685550141.971995,1685550144.488782,1685550144.4671957,2.516786813735962,2.4952006340026855
update,slice,a541a2ea-841a-4932-b85f-f9792a94ee71,11354,2,5,3,0,2,1685550856.0192661,1685550858.5240064,1685550858.519941,2.5047402381896973,2.5006749629974365
update,slice,a541a2ea-841a-4932-b85f-f9792a94ee71,10757,2,5,3,1,0,1685551043.3270085,1685551045.8349533,1685551045.8310227,2.5079448223114014,2.504014253616333
update,slice,a541a2ea-841a-4932-b85f-f9792a94ee71,10601,2,5,3,2,0,1685551236.0913036,1685551238.5395894,1685551238.5295522,2.4482858180999756,2.438248634338379
update,slice,a541a2ea-841a-4932-b85f-f9792a94ee71,9999,2,5,3,0,0,1685551578.9243164,1685551581.4106462,1685551581.4083145,2.4863297939300537,2.4839980602264404
update,slice,a541a2ea-841a-4932-b85f-f9792a94ee71,10429,2,5,3,2,0,1685551738.7180347,1685551741.1792543,1685551741.1690798,2.461219549179077,2.451045036315918
update,device,4989d9ae-43e0-4110-8b25-11b168b541a3,49773,30,33,,,,1685550144.5194957,1685550147.3768358,1685550147.355829,2.857340097427368,2.8363332748413086
update,link,0db95318-dc3e-47ff-8022-3c310a253988,741,2,,,,,1685550147.377258,1685550149.6256242,1685550149.6190763,2.248366117477417,2.2418181896209717
update,link,0db95318-dc3e-47ff-8022-3c310a253988,741,2,,,,,1685550325.2225053,1685550327.457054,1685550327.4636395,2.234548568725586,2.2411341667175293
update,link,0db95318-dc3e-47ff-8022-3c310a253988,741,2,,,,,1685550904.4811447,1685550906.7314155,1685550906.7259493,2.2502708435058594,2.244804620742798
update,link,0db95318-dc3e-47ff-8022-3c310a253988,741,2,,,,,1685551203.1224632,1685551205.3659058,1685551205.3648212,2.2434425354003906,2.2423579692840576
update,link,0db95318-dc3e-47ff-8022-3c310a253988,741,2,,,,,1685551250.0421638,1685551252.2777565,1685551252.277497,2.2355926036834717,2.235333204269409
delete,link,8305c29e-5e06-4eaa-a17f-957249d482ff,741,2,,,,,1685550149.625855,1685550151.920795,1685550151.920179,2.2949399948120117,2.2943239212036133
create,service,1c96b51c-6854-4198-9911-9044e0362420,9251,2,5,3,,,1685550151.9266605,1685550154.3165438,1685550154.3075438,2.389883279800415,2.38088321685791
delete,device,b36e3dde-1c97-45d1-b62b-7f15bb79b71e,36292,43,15,,,,1685550154.3189287,1685550156.92674,1685550156.8713694,2.607811212539673,2.552440643310547
delete,slice,3636e7b5-de41-416e-bd8d-2110a79dbf75,10716,2,5,3,0,1,1685550156.9303155,1685550159.2978342,1685550159.290393,2.367518663406372,2.3600776195526123
create,slice,ec5d1823-664c-42a3-a103-ee21d2d63374,9865,2,5,3,2,1,1685550159.3083177,1685550161.7609532,1685550161.7615016,2.4526355266571045,2.453183889389038
get,link,e9b46e15-c039-4ae8-a130-12f6413d4c91,741,2,,,,,1685550161.7611172,1685550161.8317623,,0.07064509391784668,
get,link,e9b46e15-c039-4ae8-a130-12f6413d4c91,741,2,,,,,1685550660.0770266,1685550660.1490765,,0.07204985618591309,
get,link,e9b46e15-c039-4ae8-a130-12f6413d4c91,741,2,,,,,1685550798.6012948,1685550798.67273,,0.07143521308898926,
get,device,3c7fac77-8bec-4ddf-9a12-ddd39021b95e,43125,19,36,,,,1685550161.831963,1685550162.0888608,,0.2568976879119873,
update,service,0cda66d1-83b2-4ae6-bef8-015cb136fb5c,8952,2,5,3,,,1685550162.0989711,1685550164.5303683,1685550164.47613,2.4313971996307373,2.3771588802337646
update,service,0cda66d1-83b2-4ae6-bef8-015cb136fb5c,9568,2,5,3,,,1685550205.323221,1685550207.7590704,1685550207.7581296,2.43584942817688,2.434908628463745
create,link,4a4deddd-f3ff-4487-8956-ba39c8b6fafc,741,2,,,,,1685550164.6747408,1685550166.909774,1685550166.9094565,2.2350332736968994,2.234715700149536
delete,service,46573fb6-6889-4fac-a5ea-5e110f443cce,6792,2,5,3,,,1685550166.9103339,1685550169.2229555,1685550169.2310188,2.312621593475342,2.3206849098205566
create,device,ee8073f2-5d01-406a-9ca7-0b4dfcfab8e3,95286,25,82,,,,1685550169.2807827,1685550172.3932765,1685550172.2923174,3.1124937534332275,3.0115346908569336
update,slice,6f118951-0466-4fe0-abed-13dc87750d52,10019,2,5,3,2,2,1685550172.4033027,1685550174.9016154,1685550174.8511279,2.4983127117156982,2.4478251934051514
update,slice,6f118951-0466-4fe0-abed-13dc87750d52,9145,2,5,3,0,1,1685550258.3883016,1685550260.77794,1685550260.7716677,2.3896384239196777,2.383366107940674
update,slice,6f118951-0466-4fe0-abed-13dc87750d52,9380,2,5,3,1,0,1685550902.0402608,1685550904.4772363,1685550904.475886,2.4369754791259766,2.4356253147125244
update,slice,6f118951-0466-4fe0-abed-13dc87750d52,10137,2,5,3,2,1,1685550998.8844302,1685551001.3424356,1685551001.3313286,2.458005428314209,2.4468984603881836
update,slice,6f118951-0466-4fe0-abed-13dc87750d52,10553,2,5,3,1,0,1685551131.8331652,1685551134.3417783,1685551134.3358188,2.508613109588623,2.5026535987854004
create,slice,c06e93c6-2b0c-4072-b85d-5fc3d9b0c57c,8128,2,5,3,2,0,1685550174.912401,1685550177.2944856,1685550177.291696,2.382084608078003,2.3792951107025146
create,device,8b08d405-3a7d-41ca-9ff2-be1d6e56f80a,47972,6,46,,,,1685550177.3424664,1685550180.1794374,1685550180.1187463,2.8369710445404053,2.776279926300049
update,device,eae2e076-cc7e-471e-b126-2fa4dbdeb4e0,15047,7,12,,,,1685550180.2024531,1685550182.721858,1685550182.7120342,2.519404888153076,2.5095810890197754
create,link,284aff57-0ec0-4075-adbb-ea02a3ca4db8,741,2,,,,,1685550182.7223995,1685550184.962551,1685550184.961912,2.2401516437530518,2.2395124435424805
update,link,aaafd56c-9bfd-4cfc-bac2-54ee9b3bd63a,741,2,,,,,1685550184.9634047,1685550187.2272053,1685550187.2208567,2.263800621032715,2.2574520111083984
get,link,fff48345-6c85-40ed-b046-259c88a4fb63,741,2,,,,,1685550189.767346,1685550189.842692,,0.07534599304199219,
get,link,fff48345-6c85-40ed-b046-259c88a4fb63,741,2,,,,,1685550325.0110857,1685550325.0869427,,0.07585692405700684,
get,slice,7214273f-d6e2-45aa-8823-351e0fcbed0a,11601,2,5,3,2,1,1685550189.842916,1685550189.9880686,,0.14515256881713867,
create,service,067d1016-4276-4748-9d7e-da23688878ba,10031,2,5,3,,,1685550190.0054202,1685550192.4594104,1685550192.450144,2.4539902210235596,2.4447238445281982
delete,device,eae2e076-cc7e-471e-b126-2fa4dbdeb4e0,15047,7,12,,,,1685550192.4607303,1685550194.8627717,1685550194.861983,2.402041435241699,2.4012527465820312
get,device,bb8ffa57-2e61-4710-8c9a-83fc3008a56c,38445,38,20,,,,1685550194.8640776,1685550195.1844933,,0.320415735244751,
delete,slice,ed958540-eade-47ec-b6c6-dae77276e5f3,10018,2,5,3,1,1,1685550195.1872995,1685550197.5622098,1685550197.5633287,2.374910354614258,2.3760292530059814
delete,service,6cff4c5f-a7bc-48fd-914f-51b9c29f7fa9,12014,2,5,3,,,1685550197.5628316,1685550199.9452746,1685550199.9422274,2.3824429512023926,2.3793957233428955
get,service,84a4219f-235f-48d5-8e98-36b8676b2319,9909,2,5,3,,,1685550199.9454381,1685550200.0793972,,0.13395905494689941,
get,service,84a4219f-235f-48d5-8e98-36b8676b2319,10530,2,5,3,,,1685550537.681865,1685550537.8163795,,0.13451457023620605,
get,service,84a4219f-235f-48d5-8e98-36b8676b2319,10053,2,5,3,,,1685550976.5158894,1685550976.6455595,,0.1296701431274414,
delete,link,76a35cdc-834d-49c9-a1eb-603a961c9162,741,2,,,,,1685550200.080069,1685550202.3742437,1685550202.3719797,2.2941746711730957,2.2919106483459473
update,device,ee8073f2-5d01-406a-9ca7-0b4dfcfab8e3,66154,9,56,,,,1685550202.4340265,1685550205.315744,1685550205.2941267,2.8817174434661865,2.860100269317627
create,link,a9b843d7-7e23-453c-bf8b-4d981c6e7d3c,741,2,,,,,1685550207.759504,1685550210.0080879,1685550210.006342,2.2485837936401367,2.246837854385376
delete,device,8b08d405-3a7d-41ca-9ff2-be1d6e56f80a,47972,6,46,,,,1685550210.0090597,1685550212.6639042,1685550212.605429,2.6548445224761963,2.5963692665100098
delete,slice,7214273f-d6e2-45aa-8823-351e0fcbed0a,11601,2,5,3,2,1,1685550212.6643367,1685550215.043399,1685550215.0409577,2.3790624141693115,2.3766210079193115
create,device,99deb416-cc4c-431d-b6f4-49d259892872,95732,21,79,,,,1685550215.101761,1685550218.2435155,1685550218.1674168,3.141754388809204,3.0656557083129883
get,device,99deb416-cc4c-431d-b6f4-49d259892872,95732,21,79,,,,1685550218.243655,1685550218.5725539,,0.32889890670776367,
get,device,99deb416-cc4c-431d-b6f4-49d259892872,95732,21,79,,,,1685550263.292873,1685550263.555467,,0.26259398460388184,
create,slice,d462c4e3-9ab0-41a3-9cb5-2f4416f50e65,9721,2,5,3,0,0,1685550218.579319,1685550221.0739424,1685550221.0460505,2.4946234226226807,2.466731548309326
create,service,1fee4ddb-78ef-42e6-8e7a-b913007c4011,8881,2,5,3,,,1685550221.0822842,1685550223.4671912,1685550223.4605896,2.3849070072174072,2.378305435180664
update,link,4a4deddd-f3ff-4487-8956-ba39c8b6fafc,741,2,,,,,1685550223.467518,1685550225.7129428,1685550225.7059965,2.245424747467041,2.238478422164917
delete,link,52d1b497-6c09-408c-bb6e-07a58418aead,741,2,,,,,1685550225.715015,1685550227.9933808,1685550227.9930608,2.2783658504486084,2.278045892715454
get,link,31947184-fd3c-4271-87db-e3de76037fa3,741,2,,,,,1685550227.993473,1685550228.0641284,,0.07065534591674805,
get,link,31947184-fd3c-4271-87db-e3de76037fa3,741,2,,,,,1685550434.5582674,1685550434.6279397,,0.0696723461151123,
get,link,31947184-fd3c-4271-87db-e3de76037fa3,741,2,,,,,1685550467.4789872,1685550467.5527728,,0.07378554344177246,
get,link,31947184-fd3c-4271-87db-e3de76037fa3,741,2,,,,,1685550514.3067093,1685550514.3784351,,0.07172584533691406,
get,slice,3c640fb4-1a1f-4bf6-9d33-c3a6c8419993,10568,2,5,3,1,1,1685550228.0643134,1685550228.1960623,,0.13174891471862793,
get,slice,3c640fb4-1a1f-4bf6-9d33-c3a6c8419993,9956,2,5,3,2,1,1685550446.7107258,1685550446.8462982,,0.1355724334716797,
get,service,5689b23d-36b6-49eb-9173-c1e02007dac8,9714,2,5,3,,,1685550228.1964562,1685550228.34504,,0.14858388900756836,
get,service,5689b23d-36b6-49eb-9173-c1e02007dac8,8811,2,5,3,,,1685550641.2042625,1685550641.3330069,,0.12874436378479004,
update,slice,3c640fb4-1a1f-4bf6-9d33-c3a6c8419993,9956,2,5,3,2,1,1685550228.3542352,1685550230.8489964,1685550230.8354566,2.4947612285614014,2.4812214374542236
delete,service,0cda66d1-83b2-4ae6-bef8-015cb136fb5c,9568,2,5,3,,,1685550230.8517954,1685550233.213561,1685550233.211478,2.3617656230926514,2.359682559967041
delete,slice,be100295-6b14-4273-80af-7d8b9f65deec,9037,2,5,3,1,0,1685550233.213926,1685550235.5737054,1685550235.5700798,2.3597793579101562,2.356153726577759
delete,link,9d373797-5465-4a7b-8fe9-00a75eae2c05,741,2,,,,,1685550235.574009,1685550237.8218057,1685550237.8172266,2.2477967739105225,2.243217706680298
update,service,c6f2cd89-0ec1-4409-a4f0-d9ddb9f3655c,9962,2,5,3,,,1685550237.8273149,1685550240.3096385,1685550240.2769473,2.48232364654541,2.449632406234741
update,service,c6f2cd89-0ec1-4409-a4f0-d9ddb9f3655c,10447,2,5,3,,,1685550408.9422677,1685550411.4200249,1685550411.3796568,2.477757215499878,2.4373891353607178
create,service,4cf798e2-733b-4a43-8d9a-4d2236c2edbf,9214,2,5,3,,,1685550240.32103,1685550242.7189922,1685550242.7120397,2.3979623317718506,2.39100980758667
create,device,c596e0aa-a810-4b87-9228-565ffef37fd1,88067,21,78,,,,1685550242.7785892,1685550245.7852278,1685550245.678774,3.006638526916504,2.9001848697662354
create,link,ca9a630c-8fad-4ad5-9738-65b9a713e836,741,2,,,,,1685550245.785796,1685550248.049346,1685550248.0435586,2.263550043106079,2.2577626705169678
get,link,ca9a630c-8fad-4ad5-9738-65b9a713e836,741,2,,,,,1685550248.0494654,1685550248.123074,,0.0736086368560791,
get,link,ca9a630c-8fad-4ad5-9738-65b9a713e836,741,2,,,,,1685550981.4709468,1685550981.539916,,0.0689692497253418,
delete,device,42cd9de9-e7d3-49c2-b532-42eb0ca04f5e,24042,15,17,,,,1685550248.1247454,1685550250.5029905,1685550250.4941926,2.3782451152801514,2.3694472312927246
update,device,36423e04-0f15-4df7-9998-cd920eae3d68,95382,6,84,,,,1685550252.825145,1685550255.9065087,1685550255.8290327,3.0813636779785156,3.00388765335083
create,slice,8d03c0c9-548f-45ee-a67a-df52ebd76e09,10108,2,5,3,0,1,1685550255.9113464,1685550258.3815963,1685550258.3631613,2.470249891281128,2.451814889907837
delete,service,1cda7680-7306-4b00-8e73-d1c799c716f5,9905,2,5,3,,,1685550260.7785318,1685550263.1423638,1685550263.1379075,2.3638319969177246,2.3593757152557373
get,slice,7b657e0d-cbbb-4f2f-8023-eda146380715,11488,2,5,3,2,1,1685550263.142525,1685550263.2860093,,0.14348435401916504,
get,slice,7b657e0d-cbbb-4f2f-8023-eda146380715,10028,2,5,3,0,0,1685550628.632569,1685550628.8045468,,0.17197775840759277,
get,slice,7b657e0d-cbbb-4f2f-8023-eda146380715,10028,2,5,3,0,0,1685550664.8977146,1685550665.0319076,,0.13419294357299805,
get,slice,7b657e0d-cbbb-4f2f-8023-eda146380715,10028,2,5,3,0,0,1685551327.5652828,1685551327.7146575,,0.14937472343444824,
get,slice,7b657e0d-cbbb-4f2f-8023-eda146380715,10028,2,5,3,0,0,1685551382.6503353,1685551382.780649,,0.13031363487243652,
get,service,6ccddb88-8a57-44df-adac-9c677e1f5830,9697,2,5,3,,,1685550263.5575664,1685550263.635631,,0.0780646800994873,
delete,slice,f14f5220-43df-4516-808d-9caf0b582057,12144,2,5,3,1,1,1685550263.636629,1685550266.0165672,1685550266.0118146,2.3799381256103516,2.375185489654541
delete,link,1917ccef-baab-45f4-9a0f-ca7601628ccf,741,2,,,,,1685550266.0172536,1685550268.260554,1685550268.2599032,2.243300437927246,2.242649555206299
create,slice,b19ee639-29c1-465c-a1be-6dccb456ee68,12393,2,5,3,2,0,1685550268.2748418,1685550270.7275798,1685550270.72247,2.452738046646118,2.4476282596588135
create,service,f43c97f4-757e-4f9d-be38-f3a22963a4ba,9297,2,5,3,,,1685550270.7384784,1685550273.1803954,1685550273.1786284,2.4419169425964355,2.440150022506714
get,slice,d462c4e3-9ab0-41a3-9cb5-2f4416f50e65,9721,2,5,3,0,0,1685550276.4161675,1685550276.549647,,0.13347959518432617,
get,slice,d462c4e3-9ab0-41a3-9cb5-2f4416f50e65,9721,2,5,3,0,0,1685550576.3468034,1685550576.4845448,,0.1377413272857666,
get,link,4a4deddd-f3ff-4487-8956-ba39c8b6fafc,741,2,,,,,1685550276.5498853,1685550276.623524,,0.0736386775970459,
get,service,15163e30-c7e0-412b-8b3b-4063d5744989,7653,2,5,3,,,1685550276.6236594,1685550276.7096956,,0.08603620529174805,
create,link,aa9a1963-99a7-4ac4-a548-8c45a89f302c,741,2,,,,,1685550276.71596,1685550278.9569526,1685550278.9533687,2.240992546081543,2.2374086380004883
update,link,a9b843d7-7e23-453c-bf8b-4d981c6e7d3c,741,2,,,,,1685550278.9572778,1685550281.2047875,1685550281.1991687,2.247509717941284,2.2418909072875977
delete,device,86045427-6a11-4cb5-8655-782a9d0c1f55,23648,19,15,,,,1685550281.206526,1685550283.632708,1685550283.6235454,2.4261820316314697,2.4170193672180176
update,service,067d1016-4276-4748-9d7e-da23688878ba,10266,2,5,3,,,1685550283.643262,1685550286.1034105,1685550286.0824344,2.460148572921753,2.4391725063323975
update,service,067d1016-4276-4748-9d7e-da23688878ba,10370,2,5,3,,,1685550378.1151514,1685550380.562665,1685550380.5587316,2.4475135803222656,2.443580150604248
update,slice,b0370781-5334-48f8-bdcc-780f8e6c6dba,10993,2,5,3,2,2,1685550286.116683,1685550288.6100502,1685550288.579511,2.4933671951293945,2.4628279209136963
delete,service,7e1cc175-5c72-415e-b849-2ddbff0444cb,7940,2,5,3,,,1685550288.6124334,1685550290.9158983,1685550290.915552,2.303464889526367,2.3031184673309326
create,device,5d5861dc-c4ca-4d9d-a364-b13fcc3da64e,35782,5,33,,,,1685550290.9526813,1685550293.6897957,1685550293.601494,2.737114429473877,2.648812770843506
get,device,3602de03-cdac-4107-83b1-042c2f9216f2,108179,21,92,,,,1685550293.6899166,1685550294.0546188,,0.3647022247314453,
get,link,a9b843d7-7e23-453c-bf8b-4d981c6e7d3c,741,2,,,,,1685550294.0561802,1685550294.128833,,0.07265281677246094,
delete,device,3602de03-cdac-4107-83b1-042c2f9216f2,108179,21,92,,,,1685550294.1354098,1685550296.9144566,1685550296.8980289,2.7790467739105225,2.7626190185546875
update,device,bb8ffa57-2e61-4710-8c9a-83fc3008a56c,118562,32,98,,,,1685550297.0301101,1685550300.3233423,1685550300.308762,3.2932322025299072,3.2786519527435303
update,device,bb8ffa57-2e61-4710-8c9a-83fc3008a56c,41188,7,33,,,,1685550810.9227884,1685550813.6696036,1685550813.6549132,2.7468152046203613,2.7321248054504395
create,slice,cf4c4c82-8728-4121-adf6-d66926603cbe,10589,2,5,3,1,2,1685550300.3353002,1685550302.8402987,1685550302.836117,2.5049984455108643,2.500816822052002
create,service,28b41cb0-1a2c-4bfd-8351-0d2e8b8b3c61,8776,2,5,3,,,1685550302.8521,1685550305.315764,1685550305.311317,2.4636640548706055,2.459217071533203
create,link,ef571839-bf44-494f-ab2e-c174d45d7be8,741,2,,,,,1685550305.3163998,1685550307.5657425,1685550307.5613973,2.249342679977417,2.244997501373291
delete,slice,593b0301-821e-434e-b403-2b92dcf5a8c1,9191,2,5,3,2,1,1685550307.5664876,1685550309.93008,1685550309.9297,2.3635923862457275,2.3632123470306396
get,device,afb1223f-17c9-4e92-96e6-447509c3fa68,18892,25,9,,,,1685550309.9314978,1685550310.1209204,,0.189422607421875,
get,device,afb1223f-17c9-4e92-96e6-447509c3fa68,109575,36,93,,,,1685551466.4692376,1685551466.8118799,,0.34264230728149414,
get,device,afb1223f-17c9-4e92-96e6-447509c3fa68,109575,36,93,,,,1685551658.0955942,1685551658.4246833,,0.3290891647338867,
delete,link,4a4deddd-f3ff-4487-8956-ba39c8b6fafc,741,2,,,,,1685550310.121678,1685550312.369767,1685550312.3665457,2.248088836669922,2.2448675632476807
delete,service,77fb7962-9d1f-4d1a-8b8d-302302e19d95,9156,2,5,3,,,1685550314.6144328,1685550316.9855075,1685550316.9847693,2.371074676513672,2.3703365325927734
create,device,b7f8ac37-728f-4cfa-9410-7368e3362b47,46185,44,27,,,,1685550319.5570245,1685550322.3523915,1685550322.321176,2.7953670024871826,2.7641515731811523
get,slice,cf4c4c82-8728-4121-adf6-d66926603cbe,10589,2,5,3,1,2,1685550322.3524618,1685550322.489348,,0.1368861198425293,
get,service,f43c97f4-757e-4f9d-be38-f3a22963a4ba,9297,2,5,3,,,1685550322.4898577,1685550322.5666392,,0.0767815113067627,
update,service,28b41cb0-1a2c-4bfd-8351-0d2e8b8b3c61,9382,2,5,3,,,1685550322.572062,1685550325.0109885,1685550325.0106094,2.4389264583587646,2.438547372817993
get,slice,b0370781-5334-48f8-bdcc-780f8e6c6dba,10993,2,5,3,2,2,1685550325.0880363,1685550325.2221067,,0.13407039642333984,
get,slice,b0370781-5334-48f8-bdcc-780f8e6c6dba,10993,2,5,3,2,2,1685550559.8972278,1685550560.0331693,,0.1359415054321289,
update,slice,ec5d1823-664c-42a3-a103-ee21d2d63374,10534,2,5,3,0,2,1685550327.461768,1685550329.925234,1685550329.9136586,2.463466167449951,2.451890707015991
create,device,577ed428-fb34-4498-9755-a5b0eb7924aa,37657,40,18,,,,1685550329.9479582,1685550332.7472126,1685550332.6953871,2.7992544174194336,2.7474288940429688
delete,link,a9b843d7-7e23-453c-bf8b-4d981c6e7d3c,741,2,,,,,1685550332.7473834,1685550335.0399475,1685550335.038856,2.2925641536712646,2.2914726734161377
create,link,80b370ea-cda3-4b0d-a774-62d4e35830c5,741,2,,,,,1685550335.0421836,1685550337.2908914,1685550337.278311,2.2487077713012695,2.2361273765563965
delete,service,6ccddb88-8a57-44df-adac-9c677e1f5830,9697,2,5,3,,,1685550337.2913,1685550339.6595361,1685550339.65211,2.3682360649108887,2.3608100414276123
delete,device,5d5861dc-c4ca-4d9d-a364-b13fcc3da64e,35782,5,33,,,,1685550339.6603284,1685550342.1677518,1685550342.155155,2.5074234008789062,2.494826555252075
create,slice,3a0d00fa-b499-4ac7-89a2-c5d46d7f2695,11339,2,5,3,1,0,1685550342.1757324,1685550344.6410148,1685550344.6407473,2.465282440185547,2.465014934539795
update,service,84a4219f-235f-48d5-8e98-36b8676b2319,10530,2,5,3,,,1685550344.647244,1685550347.1042554,1685550347.083055,2.4570114612579346,2.4358110427856445
update,service,84a4219f-235f-48d5-8e98-36b8676b2319,10053,2,5,3,,,1685550570.700493,1685550573.1543097,1685550573.1490273,2.4538166522979736,2.4485342502593994
update,service,84a4219f-235f-48d5-8e98-36b8676b2319,8616,2,5,3,,,1685551139.1604912,1685551141.5354795,1685551141.5314536,2.374988317489624,2.370962381362915
update,service,84a4219f-235f-48d5-8e98-36b8676b2319,10271,2,5,3,,,1685551443.2201245,1685551445.6598728,1685551445.6582139,2.4397482872009277,2.438089370727539
update,service,84a4219f-235f-48d5-8e98-36b8676b2319,9749,2,5,3,,,1685551504.5225418,1685551507.0313246,1685551506.9698813,2.5087828636169434,2.4473395347595215
update,service,84a4219f-235f-48d5-8e98-36b8676b2319,10436,2,5,3,,,1685551534.920186,1685551537.3692672,1685551537.355651,2.4490811824798584,2.435464859008789
get,device,9f260c4f-5ef4-4335-96fc-c6a736507fc5,31155,20,21,,,,1685550347.1224213,1685550347.32646,,0.2040386199951172,
create,service,b20eeba9-3a19-4130-b0a7-13f1520790c6,10456,2,5,3,,,1685550347.333488,1685550349.7638218,1685550349.754552,2.4303338527679443,2.4210638999938965
update,device,98b4c1d2-b816-46b7-be50-958c0427bf3a,66235,40,48,,,,1685550349.8001783,1685550352.6285968,1685550352.6168394,2.828418493270874,2.8166611194610596
get,service,067d1016-4276-4748-9d7e-da23688878ba,10266,2,5,3,,,1685550352.628814,1685550352.7669961,,0.1381821632385254,
get,service,067d1016-4276-4748-9d7e-da23688878ba,10370,2,5,3,,,1685550422.1986148,1685550422.330612,,0.13199710845947266,
delete,slice,cb590c68-2855-4dfd-acbe-1ca813a73075,11295,2,5,3,1,2,1685550352.767872,1685550355.1473536,1685550355.142808,2.379481554031372,2.3749358654022217
update,link,fff48345-6c85-40ed-b046-259c88a4fb63,741,2,,,,,1685550355.1488411,1685550357.3887453,1685550357.3877966,2.2399041652679443,2.238955497741699
update,link,fff48345-6c85-40ed-b046-259c88a4fb63,741,2,,,,,1685550413.9648802,1685550416.2032273,1685550416.2024512,2.238347053527832,2.2375710010528564
delete,link,aaafd56c-9bfd-4cfc-bac2-54ee9b3bd63a,741,2,,,,,1685550357.3891168,1685550359.633585,1685550359.6276627,2.2444682121276855,2.2385458946228027
delete,slice,c06e93c6-2b0c-4072-b85d-5fc3d9b0c57c,8128,2,5,3,2,0,1685550359.7639782,1685550362.0638332,1685550362.06034,2.2998549938201904,2.2963616847991943
get,device,98b4c1d2-b816-46b7-be50-958c0427bf3a,66235,40,48,,,,1685550362.0639215,1685550362.3370068,,0.273085355758667,
create,device,b8a29228-6901-4de5-86d6-4b654ec360d7,28485,14,23,,,,1685550362.4258015,1685550365.1432765,1685550365.1358888,2.717474937438965,2.710087299346924
delete,service,c2061031-8370-4d33-9ac1-d3bf999e51bf,9454,2,5,3,,,1685550365.143606,1685550367.5293117,1685550367.5217924,2.3857057094573975,2.3781864643096924
get,slice,eb68b280-9e62-42d8-ba6b-2a5f80ec9762,9508,2,5,3,2,1,1685550367.5293872,1685550367.6635253,,0.1341381072998047,
create,slice,659ad2b9-ca89-4f3b-80cb-b2fa70eb32ad,10489,2,5,3,2,0,1685550367.6700041,1685550370.1052654,1685550370.104947,2.4352612495422363,2.4349429607391357
update,slice,3a0d00fa-b499-4ac7-89a2-c5d46d7f2695,11449,2,5,3,1,0,1685550370.125284,1685550372.6158636,1685550372.5575128,2.490579605102539,2.4322288036346436
update,slice,3a0d00fa-b499-4ac7-89a2-c5d46d7f2695,10976,2,5,3,2,0,1685550568.223156,1685550570.6826756,1685550570.664366,2.459519624710083,2.4412100315093994
update,slice,3a0d00fa-b499-4ac7-89a2-c5d46d7f2695,9437,2,5,3,0,2,1685551168.1751578,1685551170.6152072,1685551170.6149611,2.440049409866333,2.4398033618927
update,device,b8a29228-6901-4de5-86d6-4b654ec360d7,87352,10,83,,,,1685550372.6598134,1685550375.8663957,1685550375.8068447,3.2065823078155518,3.147031307220459
create,link,1d65d3c5-81a1-4780-a313-97609c641a3c,741,2,,,,,1685550375.8669047,1685550378.1097367,1685550378.1089785,2.2428319454193115,2.2420737743377686
create,service,66c43203-5031-4330-b8d5-f591c91330e8,10707,2,5,3,,,1685550380.5673835,1685550383.0207121,1685550383.0159993,2.4533286094665527,2.448615789413452
delete,device,3c7fac77-8bec-4ddf-9a12-ddd39021b95e,43125,19,36,,,,1685550383.024679,1685550385.5916643,1685550385.543437,2.5669853687286377,2.5187580585479736
create,service,73b9d2e8-ce76-4e2b-baad-58294f62a891,10075,2,5,3,,,1685550385.596892,1685550388.073693,1685550388.072984,2.4768009185791016,2.4760918617248535
delete,device,36423e04-0f15-4df7-9998-cd920eae3d68,95382,6,84,,,,1685550388.0761395,1685550390.857814,1685550390.8237884,2.78167462348938,2.7476489543914795
delete,service,73b9d2e8-ce76-4e2b-baad-58294f62a891,10075,2,5,3,,,1685550390.858399,1685550393.2402112,1685550393.2342193,2.381812334060669,2.3758203983306885
get,slice,1881e59c-a5e9-4039-9d62-f6e738e13081,12134,2,5,3,1,0,1685550393.2403018,1685550393.3808572,,0.14055538177490234,
get,slice,1881e59c-a5e9-4039-9d62-f6e738e13081,8324,2,5,3,1,0,1685551787.3192759,1685551787.4526258,,0.13334989547729492,
delete,slice,cf4c4c82-8728-4121-adf6-d66926603cbe,10589,2,5,3,1,2,1685550393.3822393,1685550395.768753,1685550395.7667854,2.3865137100219727,2.3845460414886475
